iter	Passed	Remaining
1676	15103	2909
1677	15112	2900
1678	15121	2891
1679	15130	2882
1680	15139	2873
1681	15148	2864
1682	15157	2854
1683	15166	2846
1684	15175	2837
1685	15184	2827
1686	15193	2818
1687	15202	2809
1688	15211	2800
1689	15219	2791
1690	15228	2782
1691	15237	2773
1692	15246	2764
1693	15255	2755
1694	15264	2746
1695	15274	2737
1696	15283	2728
1697	15291	2719
1698	15300	2710
1699	15308	2701
1700	15317	2692
1701	15326	2683
1702	15334	2674
1703	15343	2665
1704	15352	2656
1705	15360	2647
1706	15370	2638
1707	15379	2629
1708	15387	2620
1709	15396	2611
1710	15404	2601
1711	15414	2593
1712	15423	2584
1713	15431	2574
1714	15440	2565
1715	15449	2556
1716	15457	2547
1717	15467	2538
1718	15476	2529
1719	15485	2520
1720	15494	2511
1721	15503	2502
1722	15512	2493
1723	15521	2484
1724	15530	2475
1725	15539	2466
1726	15548	2457
1727	15556	2448
1728	15565	2439
1729	15574	2430
1730	15582	2421
1731	15591	2412
1732	15600	2403
1733	15609	2394
1734	15617	2385
1735	15627	2376
1736	15635	2367
1737	15644	2358
1738	15653	2349
1739	15662	2340
1740	15672	2331
1741	15680	2322
1742	15689	2313
1743	15698	2304
1744	15706	2295
1745	15716	2286
1746	15725	2277
1747	15734	2268
1748	15742	2259
1749	15751	2250
1750	15760	2241
1751	15771	2232
1752	15779	2223
1753	15788	2214
1754	15796	2205
1755	15805	2196
1756	15814	2187
1757	15823	2178
1758	15832	2169
1759	15841	2160
1760	15849	2151
1761	15858	2142
1762	15868	2133
1763	15877	2124
1764	15887	2115
1765	15896	2106
1766	15904	2097
1767	15912	2088
1768	15921	2079
1769	15930	2070
1770	15939	2061
1771	15948	2052
1772	15956	2042
1773	15966	2034
1774	15974	2024
1775	15982	2015
1776	15991	2006
1777	16000	1997
1778	16010	1988
1779	16019	1979
1780	16029	1971
1781	16037	1961
1782	16046	1952
1783	16055	1943
1784	16064	1934
1785	16075	1926
1786	16083	1917
1787	16092	1908
1788	16101	1899
1789	16110	1890
1790	16120	1881
1791	16131	1872
1792	16140	1863
1793	16150	1854
1794	16160	1845
1795	16171	1836
1796	16182	1828
1797	16192	1819
1798	16201	1810
1799	16210	1801
1800	16219	1792
1801	16227	1783
1802	16236	1774
1803	16244	1764
1804	16253	1755
1805	16263	1747
1806	16272	1738
1807	16281	1728
1808	16289	1719
1809	16298	1710
1810	16307	1701
1811	16316	1692
1812	16325	1683
1813	16334	1674
1814	16343	1665
1815	16352	1656
1816	16362	1647
1817	16371	1638
1818	16380	1629
1819	16388	1620
1820	16397	1611
1821	16406	1602
1822	16414	1593
1823	16423	1584
1824	16432	1575
1825	16441	1566
1826	16450	1557
1827	16460	1548
1828	16469	1539
1829	16478	1530
1830	16486	1521
1831	16495	1512
1832	16503	1503
1833	16512	1494
1834	16520	1485
1835	16529	1476
1836	16537	1467
1837	16547	1458
1838	16555	1449
1839	16565	1440
1840	16574	1431
1841	16584	1422
1842	16593	1413
1843	16602	1404
1844	16611	1395
1845	16619	1386
1846	16629	1377
1847	16639	1368
1848	16648	1359
1849	16657	1350
1850	16667	1341
1851	16676	1332
1852	16685	1323
1853	16695	1314
1854	16705	1305
1855	16715	1296
1856	16724	1287
1857	16733	1278
1858	16743	1269
1859	16752	1260
1860	16763	1252
1861	16773	1243
1862	16782	1234
1863	16791	1225
1864	16800	1216
1865	16808	1207
1866	16818	1198
1867	16826	1189
1868	16836	1180
1869	16844	1170
1870	16852	1161
1871	16863	1153
1872	16872	1144
1873	16881	1135
1874	16891	1126
1875	16901	1117
1876	16911	1108
1877	16922	1099
1878	16932	1090
1879	16942	1081
1880	16953	1072
1881	16965	1063
1882	16976	1054
1883	16986	1045
1884	16995	1036
1885	17005	1027
1886	17015	1018
1887	17024	1009
1888	17034	1000
1889	17044	992
1890	17054	983
1891	17066	974
1892	17075	965
1893	17085	956
1894	17095	947
1895	17106	938
1896	17116	929
1897	17127	920
1898	17138	911
1899	17149	902
1900	17160	893
1901	17171	884
1902	17181	875
1903	17191	866
1904	17200	857
1905	17210	848
1906	17219	839
1907	17229	830
1908	17239	821
1909	17248	812
1910	17259	803
1911	17269	794
1912	17278	785
1913	17289	776
1914	17299	767
1915	17310	758
1916	17320	749
1917	17330	740
1918	17339	731
1919	17348	722
1920	17357	713
1921	17366	704
1922	17374	695
1923	17384	686
1924	17392	677
1925	17401	668
1926	17410	659
1927	17420	650
1928	17429	641
1929	17438	632
1930	17446	623
1931	17456	614
1932	17465	605
1933	17474	596
1934	17484	587
1935	17493	578
1936	17503	569
1937	17512	560
1938	17520	551
1939	17529	542
1940	17538	533
1941	17547	524
1942	17557	515
1943	17565	506
1944	17574	496
1945	17582	487
1946	17590	478
1947	17599	469
1948	17608	460
1949	17616	451
1950	17625	442
1951	17634	433
1952	17643	424
1953	17652	415
1954	17661	406
1955	17670	397
1956	17679	388
1957	17687	379
1958	17697	370
1959	17705	361
1960	17714	352
1961	17722	343
1962	17731	334
1963	17740	325
1964	17749	316
1965	17761	307
1966	17770	298
1967	17778	289
1968	17787	280
1969	17795	270
1970	17804	261
1971	17813	252
1972	17822	243
1973	17832	234
1974	17841	225
1975	17849	216
1976	17858	207
1977	17866	198
1978	17875	189
1979	17884	180
1980	17893	171
1981	17903	162
1982	17912	153
1983	17920	144
1984	17929	135
1985	17938	126
1986	17947	117
1987	17955	108
1988	17964	99
1989	17973	90
1990	17982	81
1991	17990	72
1992	17999	63
1993	18007	54
1994	18015	45
1995	18024	36
1996	18033	27
1997	18042	18
1998	18051	9
1999	18061	0
